index,rating
index_7604,4
index_7605,3
index_7606,3
index_7607,2
index_7608,4
index_7609,2
index_7610,1
index_7611,1
index_7612,4
index_7613,3
index_7614,3
index_7615,1
index_7616,1
index_7617,2
index_7618,5
index_7619,3
index_7620,4
index_7621,3
index_7622,5
index_7623,2
index_7624,4
index_7625,4
index_7626,1
index_7627,5
index_7628,4
index_7629,4
index_7630,4
index_7631,3
index_7632,2
index_7633,5
index_7634,5
index_7635,1
index_7636,1
index_7637,2
index_7638,2
index_7639,5
index_7640,1
index_7641,2
index_7642,5
index_7643,5
index_7644,5
index_7645,4
index_7646,3
index_7647,1
index_7648,4
index_7649,5
index_7650,3
index_7651,1
index_7652,4
index_7653,2
index_7654,1
index_7655,1
index_7656,2
index_7657,5
index_7658,2
index_7659,1
index_7660,4
index_7661,4
index_7662,3
index_7663,2
index_7664,5
index_7665,1
index_7666,4
index_7667,5
index_7668,3
index_7669,1
index_7670,4
index_7671,4
index_7672,4
index_7673,1
index_7674,5
index_7675,2
index_7676,3
index_7677,3
index_7678,5
index_7679,2
index_7680,5
index_7681,3
index_7682,4
index_7683,1
index_7684,5
index_7685,3
index_7686,1
index_7687,2
index_7688,3
index_7689,1
index_7690,2
index_7691,5
index_7692,4
index_7693,2
index_7694,5
index_7695,2
index_7696,2
index_7697,5
index_7698,3
index_7699,3
index_7700,3
index_7701,1
index_7702,1
index_7703,3
index_7704,2
index_7705,2
index_7706,5
index_7707,1
index_7708,3
index_7709,1
index_7710,3
index_7711,1
index_7712,2
index_7713,2
index_7714,1
index_7715,4
index_7716,5
index_7717,4
index_7718,1
index_7719,4
index_7720,1
index_7721,2
index_7722,1
index_7723,5
index_7724,1
index_7725,4
index_7726,5
index_7727,2
index_7728,1
index_7729,2
index_7730,5
index_7731,4
index_7732,3
index_7733,2
index_7734,1
index_7735,5
index_7736,2
index_7737,2
index_7738,4
index_7739,4
index_7740,2
index_7741,5
index_7742,4
index_7743,1
index_7744,1
index_7745,2
index_7746,3
index_7747,3
index_7748,4
index_7749,1
index_7750,1
index_7751,4
index_7752,4
index_7753,4
index_7754,5
index_7755,2
index_7756,4
index_7757,2
index_7758,5
index_7759,5
index_7760,1
index_7761,1
index_7762,1
index_7763,3
index_7764,4
index_7765,4
index_7766,4
index_7767,5
index_7768,2
index_7769,5
index_7770,1
index_7771,3
index_7772,2
index_7773,3
index_7774,3
index_7775,4
index_7776,5
index_7777,1
index_7778,5
index_7779,2
index_7780,5
index_7781,4
index_7782,5
index_7783,1
index_7784,1
index_7785,5
index_7786,2
index_7787,4
index_7788,5
index_7789,5
index_7790,3
index_7791,3
index_7792,5
index_7793,3
index_7794,1
index_7795,1
index_7796,4
index_7797,1
index_7798,3
index_7799,4
index_7800,1
index_7801,5
index_7802,2
index_7803,3
index_7804,1
index_7805,1
index_7806,3
index_7807,3
index_7808,1
index_7809,3
index_7810,2
index_7811,5
index_7812,2
index_7813,1
index_7814,5
index_7815,4
index_7816,2
index_7817,1
index_7818,2
index_7819,4
index_7820,3
index_7821,1
index_7822,1
index_7823,2
index_7824,5
index_7825,1
index_7826,3
index_7827,4
index_7828,4
index_7829,3
index_7830,3
index_7831,3
index_7832,3
index_7833,3
index_7834,4
index_7835,2
index_7836,4
index_7837,3
index_7838,4
index_7839,1
index_7840,4
index_7841,1
index_7842,1
index_7843,3
index_7844,1
index_7845,1
index_7846,1
index_7847,2
index_7848,1
index_7849,4
index_7850,1
index_7851,3
index_7852,1
index_7853,2
index_7854,3
index_7855,1
index_7856,2
index_7857,5
index_7858,2
index_7859,4
index_7860,1
index_7861,5
index_7862,5
index_7863,5
index_7864,4
index_7865,2
index_7866,1
index_7867,1
index_7868,4
index_7869,2
index_7870,4
index_7871,5
index_7872,4
index_7873,3
index_7874,2
index_7875,1
index_7876,2
index_7877,5
index_7878,5
index_7879,2
index_7880,2
index_7881,5
index_7882,1
index_7883,4
index_7884,1
index_7885,1
index_7886,4
index_7887,3
index_7888,2
index_7889,1
index_7890,4
index_7891,1
index_7892,1
index_7893,2
index_7894,2
index_7895,1
index_7896,4
index_7897,1
index_7898,5
index_7899,2
index_7900,5
index_7901,5
index_7902,2
index_7903,1
index_7904,5
index_7905,5
index_7906,5
index_7907,2
index_7908,5
index_7909,5
index_7910,5
index_7911,4
index_7912,5
index_7913,4
index_7914,4
index_7915,4
index_7916,1
index_7917,1
index_7918,3
index_7919,3
index_7920,4
index_7921,4
index_7922,2
index_7923,3
index_7924,4
index_7925,3
index_7926,2
index_7927,2
index_7928,4
index_7929,4
index_7930,1
index_7931,2
index_7932,1
index_7933,4
index_7934,5
index_7935,2
index_7936,2
index_7937,4
index_7938,2
index_7939,5
index_7940,5
index_7941,2
index_7942,3
index_7943,4
index_7944,1
index_7945,2
index_7946,1
index_7947,3
index_7948,5
index_7949,3
index_7950,4
index_7951,5
index_7952,1
index_7953,4
index_7954,4
index_7955,3
index_7956,1
index_7957,4
index_7958,3
index_7959,2
index_7960,3
index_7961,2
index_7962,4
index_7963,2
index_7964,2
index_7965,4
index_7966,3
index_7967,2
index_7968,2
index_7969,4
index_7970,5
index_7971,5
index_7972,4
index_7973,4
index_7974,2
index_7975,2
index_7976,3
index_7977,4
index_7978,1
index_7979,3
index_7980,1
index_7981,1
index_7982,4
index_7983,5
index_7984,5
index_7985,1
index_7986,3
index_7987,2
index_7988,4
index_7989,3
index_7990,1
index_7991,3
index_7992,5
index_7993,3
index_7994,1
index_7995,5
index_7996,3
index_7997,1
index_7998,3
index_7999,3
index_8000,2
index_8001,1
index_8002,2
index_8003,1
index_8004,3
index_8005,4
index_8006,3
index_8007,3
index_8008,5
index_8009,4
index_8010,4
index_8011,4
index_8012,5
index_8013,3
index_8014,1
index_8015,3
index_8016,2
index_8017,5
index_8018,4
index_8019,2
index_8020,5
index_8021,3
index_8022,1
index_8023,5
index_8024,3
index_8025,1
index_8026,1
index_8027,3
index_8028,1
index_8029,1
index_8030,2
index_8031,3
index_8032,5
index_8033,2
index_8034,1
index_8035,1
index_8036,5
index_8037,5
index_8038,1
index_8039,1
index_8040,5
index_8041,2
index_8042,1
index_8043,5
index_8044,1
index_8045,1
index_8046,5
index_8047,5
index_8048,5
index_8049,3
index_8050,4
index_8051,1
index_8052,1
index_8053,4
index_8054,1
index_8055,2
index_8056,1
index_8057,3
index_8058,1
index_8059,3
index_8060,3
index_8061,1
index_8062,5
index_8063,2
index_8064,3
index_8065,4
index_8066,2
index_8067,4
index_8068,2
index_8069,2
index_8070,3
index_8071,1
index_8072,2
index_8073,5
index_8074,2
index_8075,2
index_8076,5
index_8077,1
index_8078,2
index_8079,1
index_8080,5
index_8081,1
index_8082,1
index_8083,5
index_8084,1
index_8085,4
index_8086,2
index_8087,4
index_8088,4
index_8089,5
index_8090,4
index_8091,2
index_8092,5
index_8093,2
index_8094,3
index_8095,4
index_8096,2
index_8097,4
index_8098,3
index_8099,3
index_8100,2
index_8101,2
index_8102,2
index_8103,2
index_8104,4
index_8105,4
index_8106,3
index_8107,2
index_8108,5
index_8109,4
index_8110,5
index_8111,4
index_8112,5
index_8113,3
index_8114,4
index_8115,3
index_8116,2
index_8117,3
index_8118,1
index_8119,4
index_8120,1
index_8121,4
index_8122,2
index_8123,4
index_8124,2
index_8125,2
index_8126,4
index_8127,4
index_8128,4
index_8129,3
index_8130,1
index_8131,1
index_8132,2
index_8133,4
index_8134,5
index_8135,3
index_8136,3
index_8137,5
index_8138,4
index_8139,1
index_8140,5
index_8141,5
index_8142,4
index_8143,5
index_8144,4
index_8145,3
index_8146,4
index_8147,3
index_8148,1
index_8149,3
index_8150,2
index_8151,3
index_8152,3
index_8153,1
index_8154,3
index_8155,4
index_8156,3
index_8157,4
index_8158,1
index_8159,4
index_8160,2
index_8161,5
index_8162,4
index_8163,1
index_8164,4
index_8165,5
index_8166,5
index_8167,4
index_8168,3
index_8169,4
index_8170,4
index_8171,4
index_8172,3
index_8173,1
index_8174,3
index_8175,3
index_8176,5
index_8177,3
index_8178,3
index_8179,5
index_8180,3
index_8181,2
index_8182,2
index_8183,5
index_8184,2
index_8185,2
index_8186,4
index_8187,3
index_8188,1
index_8189,5
index_8190,2
index_8191,4
index_8192,5
index_8193,1
index_8194,5
index_8195,4
index_8196,2
index_8197,5
index_8198,3
index_8199,3
index_8200,1
index_8201,3
index_8202,5
index_8203,1
index_8204,3
index_8205,5
index_8206,1
index_8207,1
index_8208,1
index_8209,4
index_8210,1
index_8211,1
index_8212,4
index_8213,3
index_8214,3
index_8215,5
index_8216,2
index_8217,1
index_8218,5
index_8219,1
index_8220,5
index_8221,3
index_8222,3
index_8223,4
index_8224,4
index_8225,3
index_8226,5
index_8227,4
index_8228,3
index_8229,1
index_8230,2
index_8231,5
index_8232,3
index_8233,3
index_8234,5
index_8235,3
index_8236,2
index_8237,2
index_8238,5
index_8239,5
index_8240,2
index_8241,3
index_8242,5
index_8243,2
index_8244,1
index_8245,2
index_8246,4
index_8247,5
index_8248,1
index_8249,4
index_8250,5
index_8251,4
index_8252,2
index_8253,5
index_8254,4
index_8255,1
index_8256,4
index_8257,1
index_8258,3
index_8259,3
index_8260,5
index_8261,1
index_8262,2
index_8263,1
index_8264,5
index_8265,3
index_8266,2
index_8267,3
index_8268,3
index_8269,4
index_8270,2
index_8271,3
index_8272,5
index_8273,2
index_8274,5
index_8275,3
index_8276,5
index_8277,4
index_8278,4
index_8279,1
index_8280,2
index_8281,3
index_8282,5
index_8283,1
index_8284,2
index_8285,5
index_8286,2
index_8287,1
index_8288,5
index_8289,5
index_8290,4
index_8291,1
index_8292,3
index_8293,2
index_8294,4
index_8295,1
index_8296,2
index_8297,5
index_8298,4
index_8299,2
index_8300,4
index_8301,4
index_8302,5
index_8303,4
index_8304,1
index_8305,2
index_8306,2
index_8307,1
index_8308,1
index_8309,2
index_8310,4
index_8311,1
index_8312,2
index_8313,3
index_8314,4
index_8315,4
index_8316,1
index_8317,2
index_8318,4
index_8319,1
index_8320,4
index_8321,4
index_8322,3
index_8323,2
index_8324,5
index_8325,5
index_8326,2
index_8327,4
index_8328,5
index_8329,5
index_8330,3
index_8331,4
index_8332,4
index_8333,3
index_8334,2
index_8335,3
index_8336,4
index_8337,1
index_8338,1
index_8339,1
index_8340,2
index_8341,2
index_8342,1
index_8343,3
index_8344,1
index_8345,3
index_8346,5
index_8347,5
index_8348,1
index_8349,2
index_8350,1
index_8351,3
index_8352,3
index_8353,2
index_8354,1
index_8355,5
index_8356,3
index_8357,2
index_8358,3
index_8359,3
index_8360,4
index_8361,5
index_8362,4
index_8363,3
index_8364,1
index_8365,1
index_8366,4
index_8367,4
index_8368,1
index_8369,4
index_8370,4
index_8371,3
index_8372,4
index_8373,4
index_8374,3
index_8375,1
index_8376,4
index_8377,4
index_8378,5
index_8379,3
index_8380,3
index_8381,4
index_8382,1
index_8383,3
index_8384,2
index_8385,5
index_8386,3
index_8387,1
index_8388,3
index_8389,1
index_8390,3
index_8391,1
index_8392,5
index_8393,5
index_8394,5
index_8395,5
index_8396,5
index_8397,2
index_8398,5
index_8399,5
index_8400,3
index_8401,3
index_8402,1
index_8403,2
index_8404,2
index_8405,2
index_8406,4
index_8407,4
index_8408,5
index_8409,5
index_8410,2
index_8411,5
index_8412,2
index_8413,4
index_8414,5
index_8415,3
index_8416,2
index_8417,4
index_8418,3
index_8419,4
index_8420,4
index_8421,4
index_8422,1
index_8423,1
index_8424,2
index_8425,3
index_8426,5
index_8427,4
index_8428,3
index_8429,3
index_8430,4
index_8431,2
index_8432,1
index_8433,4
index_8434,1
index_8435,3
index_8436,4
index_8437,2
index_8438,1
index_8439,3
index_8440,5
index_8441,4
index_8442,5
index_8443,3
index_8444,5
index_8445,4
index_8446,1
index_8447,3
index_8448,4
index_8449,4
index_8450,5
index_8451,4
index_8452,1
index_8453,3
index_8454,5
index_8455,4
index_8456,4
index_8457,5
index_8458,3
index_8459,4
index_8460,4
index_8461,5
index_8462,4
index_8463,5
index_8464,5
index_8465,4
index_8466,4
index_8467,5
index_8468,2
index_8469,5
index_8470,5
index_8471,5
index_8472,3
index_8473,2
index_8474,3
index_8475,3
index_8476,2
index_8477,2
index_8478,3
index_8479,2
index_8480,1
index_8481,4
index_8482,3
index_8483,2
index_8484,5
index_8485,3
index_8486,3
index_8487,5
index_8488,3
index_8489,5
index_8490,5
index_8491,4
index_8492,2
index_8493,5
index_8494,5
index_8495,3
index_8496,5
index_8497,3
index_8498,2
index_8499,1
index_8500,4
index_8501,1
index_8502,2
index_8503,4
index_8504,4
index_8505,2
index_8506,1
index_8507,1
index_8508,3
index_8509,3
index_8510,2
index_8511,5
index_8512,3
index_8513,1
index_8514,4
index_8515,1
index_8516,4
index_8517,1
index_8518,5
index_8519,2
index_8520,2
index_8521,2
index_8522,1
index_8523,4
index_8524,1
index_8525,3
index_8526,5
index_8527,3
index_8528,5
index_8529,4
index_8530,2
index_8531,1
index_8532,4
index_8533,2
index_8534,5
index_8535,2
index_8536,3
index_8537,2
index_8538,3
index_8539,3
index_8540,3
index_8541,1
index_8542,4
index_8543,4
index_8544,4
index_8545,4
index_8546,2
index_8547,4
index_8548,5
index_8549,4
index_8550,4
index_8551,4
index_8552,3
index_8553,3
index_8554,4
index_8555,4
index_8556,5
index_8557,1
index_8558,3
index_8559,1
index_8560,5
index_8561,3
index_8562,3
index_8563,2
index_8564,1
index_8565,2
index_8566,1
index_8567,3
index_8568,5
index_8569,4
index_8570,2
index_8571,3
index_8572,3
index_8573,2
index_8574,1
index_8575,4
index_8576,4
index_8577,4
index_8578,1
index_8579,3
index_8580,5
index_8581,5
index_8582,2
index_8583,1
index_8584,5
index_8585,1
index_8586,3
index_8587,3
index_8588,5
index_8589,5
index_8590,2
index_8591,4
index_8592,3
index_8593,2
index_8594,1
index_8595,2
index_8596,3
index_8597,4
index_8598,1
index_8599,2
index_8600,1
index_8601,5
index_8602,4
index_8603,5
index_8604,3
index_8605,3
index_8606,1
index_8607,2
index_8608,1
index_8609,4
index_8610,2
index_8611,3
index_8612,4
index_8613,2
index_8614,3
index_8615,3
index_8616,1
index_8617,4
index_8618,2
index_8619,3
index_8620,1
index_8621,5
index_8622,3
index_8623,1
index_8624,4
index_8625,1
index_8626,2
index_8627,4
index_8628,3
index_8629,1
index_8630,3
index_8631,5
index_8632,5
index_8633,1
index_8634,1
index_8635,2
index_8636,1
index_8637,4
index_8638,1
index_8639,3
index_8640,2
index_8641,2
index_8642,4
index_8643,3
index_8644,3
index_8645,2
index_8646,5
index_8647,3
index_8648,3
index_8649,5
index_8650,3
index_8651,4
index_8652,3
index_8653,5
index_8654,5
index_8655,5
index_8656,2
index_8657,3
index_8658,5
index_8659,1
index_8660,3
index_8661,3
index_8662,4
index_8663,4
index_8664,4
index_8665,2
index_8666,2
index_8667,2
index_8668,5
index_8669,4
index_8670,2
index_8671,3
index_8672,3
index_8673,5
index_8674,5
index_8675,3
index_8676,5
index_8677,4
index_8678,2
index_8679,3
index_8680,4
index_8681,4
index_8682,1
index_8683,5
index_8684,4
index_8685,2
index_8686,2
index_8687,2
index_8688,2
index_8689,1
index_8690,3
index_8691,5
index_8692,2
index_8693,5
index_8694,5
index_8695,3
index_8696,1
index_8697,1
index_8698,5
index_8699,2
index_8700,4
index_8701,5
index_8702,3
index_8703,2
index_8704,1
index_8705,5
index_8706,3
index_8707,1
index_8708,2
index_8709,2
index_8710,2
index_8711,5
index_8712,2
index_8713,4
index_8714,1
index_8715,4
index_8716,5
index_8717,3
index_8718,4
index_8719,3
index_8720,5
index_8721,2
index_8722,3
index_8723,3
index_8724,1
index_8725,3
index_8726,2
index_8727,2
index_8728,1
index_8729,4
index_8730,3
index_8731,5
index_8732,2
index_8733,2
index_8734,1
index_8735,3
index_8736,1
index_8737,1
index_8738,3
index_8739,2
index_8740,2
index_8741,3
index_8742,3
index_8743,3
index_8744,2
index_8745,2
index_8746,4
index_8747,3
index_8748,1
index_8749,3
index_8750,3
index_8751,2
index_8752,4
index_8753,3
index_8754,3
index_8755,4
index_8756,2
index_8757,5
index_8758,3
index_8759,3
index_8760,1
index_8761,2
index_8762,4
index_8763,4
index_8764,4
index_8765,4
index_8766,3
index_8767,1
index_8768,2
index_8769,1
index_8770,1
index_8771,4
index_8772,5
index_8773,4
index_8774,2
index_8775,3
index_8776,3
index_8777,5
index_8778,5
index_8779,2
index_8780,5
index_8781,3
index_8782,4
index_8783,3
index_8784,5
index_8785,4
index_8786,2
index_8787,3
index_8788,5
index_8789,5
index_8790,5
index_8791,4
index_8792,3
index_8793,1
index_8794,4
index_8795,4
index_8796,4
index_8797,4
index_8798,5
index_8799,2
index_8800,5
index_8801,2
index_8802,4
index_8803,1
index_8804,1
index_8805,1
index_8806,5
index_8807,5
index_8808,1
index_8809,5
index_8810,4
index_8811,1
index_8812,1
index_8813,1
index_8814,2
index_8815,5
index_8816,2
index_8817,1
index_8818,2
index_8819,3
index_8820,2
index_8821,4
index_8822,4
index_8823,4
index_8824,1
index_8825,4
index_8826,5
index_8827,3
index_8828,2
index_8829,2
index_8830,3
index_8831,1
index_8832,1
index_8833,4
index_8834,3
index_8835,4
index_8836,3
index_8837,5
index_8838,1
index_8839,3
index_8840,1
index_8841,4
index_8842,1
index_8843,5
index_8844,2
index_8845,2
index_8846,3
index_8847,1
index_8848,3
index_8849,3
index_8850,3
index_8851,1
index_8852,1
index_8853,3
index_8854,1
index_8855,1
index_8856,5
index_8857,4
index_8858,2
index_8859,4
index_8860,5
index_8861,5
index_8862,3
index_8863,1
index_8864,5
index_8865,2
index_8866,2
index_8867,2
index_8868,3
index_8869,4
index_8870,4
index_8871,2
index_8872,1
index_8873,4
index_8874,1
index_8875,1
index_8876,1
index_8877,1
index_8878,1
index_8879,2
index_8880,3
index_8881,4
index_8882,2
index_8883,5
index_8884,5
index_8885,4
index_8886,3
index_8887,4
index_8888,1
index_8889,3
index_8890,3
index_8891,1
index_8892,4
index_8893,4
index_8894,1
index_8895,1
index_8896,2
index_8897,4
index_8898,2
index_8899,4
index_8900,1
index_8901,2
index_8902,1
index_8903,4
index_8904,1
index_8905,1
index_8906,4
index_8907,5
index_8908,2
index_8909,5
index_8910,3
index_8911,1
index_8912,1
index_8913,2
index_8914,3
index_8915,5
index_8916,5
index_8917,3
index_8918,4
index_8919,3
index_8920,2
index_8921,1
index_8922,1
index_8923,4
index_8924,4
index_8925,5
index_8926,3
index_8927,2
index_8928,5
index_8929,3
index_8930,5
index_8931,3
index_8932,2
index_8933,1
index_8934,3
index_8935,4
index_8936,3
index_8937,4
index_8938,3
index_8939,5
index_8940,5
index_8941,3
index_8942,2
index_8943,1
index_8944,4
index_8945,1
index_8946,2
index_8947,5
index_8948,5
index_8949,2
index_8950,4
index_8951,3
index_8952,4
index_8953,4
index_8954,1
index_8955,2
index_8956,3
index_8957,4
index_8958,4
index_8959,3
index_8960,1
index_8961,3
index_8962,4
index_8963,1
index_8964,5
index_8965,1
index_8966,3
index_8967,1
index_8968,1
index_8969,2
index_8970,3
index_8971,3
index_8972,1
index_8973,1
index_8974,5
index_8975,2
index_8976,5
index_8977,5
index_8978,1
index_8979,1
index_8980,3
index_8981,4
index_8982,2
index_8983,2
index_8984,1
index_8985,2
index_8986,4
index_8987,1
index_8988,5
index_8989,4
index_8990,2
index_8991,2
index_8992,4
index_8993,4
index_8994,1
index_8995,3
index_8996,5
index_8997,4
index_8998,4
index_8999,3
index_9000,3
index_9001,2
index_9002,3
index_9003,4
index_9004,4
index_9005,3
index_9006,3
index_9007,4
index_9008,5
index_9009,3
index_9010,3
index_9011,2
index_9012,5
index_9013,2
index_9014,4
index_9015,3
index_9016,3
index_9017,3
index_9018,3
index_9019,5
index_9020,2
index_9021,5
index_9022,5
index_9023,3
index_9024,1
index_9025,1
index_9026,1
index_9027,5
index_9028,3
index_9029,3
index_9030,2
index_9031,5
index_9032,3
index_9033,3
index_9034,5
index_9035,4
index_9036,2
index_9037,1
index_9038,1
index_9039,4
index_9040,2
index_9041,1
index_9042,4
index_9043,1
index_9044,1
index_9045,3
index_9046,2
index_9047,4
index_9048,5
index_9049,2
index_9050,1
index_9051,1
index_9052,3
index_9053,1
index_9054,5
index_9055,4
index_9056,3
index_9057,1
index_9058,4
index_9059,5
index_9060,5
index_9061,3
index_9062,1
index_9063,4
index_9064,3
index_9065,2
index_9066,4
index_9067,3
index_9068,5
index_9069,2
index_9070,4
index_9071,4
index_9072,1
index_9073,5
index_9074,5
index_9075,3
index_9076,3
index_9077,5
index_9078,1
index_9079,3
index_9080,3
index_9081,3
index_9082,5
index_9083,5
index_9084,3
index_9085,1
index_9086,3
index_9087,3
index_9088,5
index_9089,5
index_9090,4
index_9091,2
index_9092,1
index_9093,3
index_9094,1
index_9095,4
index_9096,4
index_9097,5
index_9098,1
index_9099,1
index_9100,2
index_9101,4
index_9102,4
index_9103,2
index_9104,3
index_9105,3
index_9106,3
index_9107,4
index_9108,3
index_9109,4
index_9110,4
index_9111,3
index_9112,5
index_9113,5
index_9114,1
index_9115,4
index_9116,4
index_9117,2
index_9118,4
index_9119,1
index_9120,3
index_9121,3
index_9122,5
index_9123,5
index_9124,4
index_9125,3
index_9126,3
index_9127,2
index_9128,2
index_9129,4
index_9130,1
index_9131,5
index_9132,2
index_9133,2
index_9134,1
index_9135,4
index_9136,2
index_9137,3
index_9138,5
index_9139,2
index_9140,4
index_9141,2
index_9142,4
index_9143,2
index_9144,2
index_9145,3
index_9146,5
index_9147,2
index_9148,5
index_9149,4
index_9150,5
index_9151,4
index_9152,1
index_9153,2
index_9154,4
index_9155,2
index_9156,4
index_9157,2
index_9158,5
index_9159,5
index_9160,3
index_9161,1
index_9162,5
index_9163,1
index_9164,1
index_9165,2
index_9166,5
index_9167,4
index_9168,4
index_9169,3
index_9170,2
index_9171,1
index_9172,2
index_9173,3
index_9174,5
index_9175,3
index_9176,5
index_9177,2
index_9178,4
index_9179,2
index_9180,3
index_9181,1
index_9182,5
index_9183,1
index_9184,4
index_9185,1
index_9186,5
index_9187,1
index_9188,5
index_9189,2
index_9190,3
index_9191,5
index_9192,4
index_9193,5
index_9194,3
index_9195,5
index_9196,5
index_9197,4
index_9198,1
index_9199,5
index_9200,1
index_9201,1
index_9202,3
index_9203,4
index_9204,1
index_9205,4
index_9206,2
index_9207,5
index_9208,1
index_9209,5
index_9210,2
index_9211,4
index_9212,5
index_9213,5
index_9214,5
index_9215,5
index_9216,5
index_9217,5
index_9218,2
index_9219,2
index_9220,3
index_9221,2
index_9222,5
index_9223,2
index_9224,4
index_9225,4
index_9226,4
index_9227,4
index_9228,5
index_9229,5
index_9230,5
index_9231,2
index_9232,5
index_9233,4
index_9234,2
index_9235,1
index_9236,2
index_9237,1
index_9238,5
index_9239,3
index_9240,1
index_9241,3
index_9242,5
index_9243,3
index_9244,5
index_9245,1
index_9246,3
index_9247,2
index_9248,4
index_9249,3
index_9250,2
index_9251,2
index_9252,4
index_9253,3
index_9254,3
index_9255,1
index_9256,4
index_9257,1
index_9258,2
index_9259,3
index_9260,1
index_9261,2
index_9262,5
index_9263,3
index_9264,4
index_9265,5
index_9266,3
index_9267,5
index_9268,1
index_9269,3
index_9270,4
index_9271,3
index_9272,1
index_9273,1
index_9274,3
index_9275,5
index_9276,2
index_9277,5
index_9278,3
index_9279,5
index_9280,5
index_9281,3
index_9282,3
index_9283,3
index_9284,1
index_9285,5
index_9286,3
index_9287,1
index_9288,4
index_9289,2
index_9290,4
index_9291,3
index_9292,1
index_9293,2
index_9294,4
index_9295,1
index_9296,2
index_9297,2
index_9298,3
index_9299,4
index_9300,2
index_9301,1
index_9302,5
index_9303,5
index_9304,2
index_9305,4
index_9306,3
index_9307,1
index_9308,1
index_9309,5
index_9310,2
index_9311,1
index_9312,1
index_9313,4
index_9314,3
index_9315,5
index_9316,1
index_9317,5
index_9318,4
index_9319,5
index_9320,1
index_9321,3
index_9322,3
index_9323,4
index_9324,2
index_9325,4
index_9326,1
index_9327,4
index_9328,3
index_9329,2
index_9330,1
index_9331,2
index_9332,1
index_9333,2
index_9334,5
index_9335,3
index_9336,3
index_9337,1
index_9338,4
index_9339,1
index_9340,4
index_9341,1
index_9342,2
index_9343,1
index_9344,3
index_9345,2
index_9346,1
index_9347,4
index_9348,5
index_9349,4
index_9350,5
index_9351,5
index_9352,1
index_9353,3
index_9354,4
index_9355,2
index_9356,3
index_9357,3
index_9358,5
index_9359,2
index_9360,1
index_9361,1
index_9362,4
index_9363,5
index_9364,1
index_9365,3
index_9366,3
index_9367,5
index_9368,5
index_9369,4
index_9370,1
index_9371,4
index_9372,1
index_9373,2
index_9374,2
index_9375,3
index_9376,3
index_9377,5
index_9378,4
index_9379,3
index_9380,5
index_9381,3
index_9382,1
index_9383,1
index_9384,5
index_9385,5
index_9386,3
index_9387,1
index_9388,1
index_9389,4
index_9390,1
index_9391,5
index_9392,2
index_9393,4
index_9394,2
index_9395,4
index_9396,3
index_9397,5
index_9398,2
index_9399,1
index_9400,1
index_9401,3
index_9402,5
index_9403,1
index_9404,4
index_9405,4
index_9406,1
index_9407,3
index_9408,2
index_9409,2
index_9410,5
index_9411,5
index_9412,5
index_9413,2
index_9414,2
index_9415,1
index_9416,3
index_9417,1
index_9418,3
index_9419,5
index_9420,4
index_9421,5
index_9422,4
index_9423,1
index_9424,2
index_9425,5
index_9426,4
index_9427,3
index_9428,3
index_9429,4
index_9430,5
index_9431,5
index_9432,2
index_9433,5
index_9434,2
index_9435,2
index_9436,3
index_9437,2
index_9438,2
index_9439,4
index_9440,2
index_9441,2
index_9442,3
index_9443,1
index_9444,5
index_9445,4
index_9446,3
index_9447,2
index_9448,5
index_9449,3
index_9450,5
index_9451,5
index_9452,2
index_9453,3
index_9454,1
index_9455,1
index_9456,1
index_9457,1
index_9458,2
index_9459,2
index_9460,1
index_9461,2
index_9462,1
index_9463,2
index_9464,3
index_9465,1
index_9466,2
index_9467,1
index_9468,2
index_9469,4
index_9470,5
index_9471,2
index_9472,3
index_9473,5
index_9474,1
index_9475,2
index_9476,2
index_9477,2
index_9478,3
index_9479,2
index_9480,1
index_9481,1
index_9482,1
index_9483,4
index_9484,5
index_9485,4
index_9486,5
index_9487,1
index_9488,1
index_9489,4
index_9490,4
index_9491,2
index_9492,1
index_9493,2
index_9494,3
index_9495,5
index_9496,5
index_9497,1
index_9498,2
index_9499,3
index_9500,3
index_9501,3
index_9502,2
index_9503,3
index_9504,1
index_9505,5
index_9506,4
index_9507,1
index_9508,3
index_9509,1
index_9510,3
index_9511,4
index_9512,3
index_9513,2
index_9514,4
index_9515,4
index_9516,1
index_9517,1
index_9518,3
index_9519,3
index_9520,2
index_9521,2
index_9522,3
index_9523,3
index_9524,4
index_9525,5
index_9526,5
index_9527,1
index_9528,5
index_9529,3
index_9530,4
index_9531,3
index_9532,5
index_9533,5
index_9534,5
index_9535,2
index_9536,1
index_9537,3
index_9538,2
index_9539,1
index_9540,1
index_9541,2
index_9542,5
index_9543,3
index_9544,5
index_9545,1
index_9546,1
index_9547,3
index_9548,5
index_9549,3
index_9550,5
index_9551,2
index_9552,4
index_9553,4
index_9554,3
index_9555,4
index_9556,3
index_9557,3
index_9558,3
index_9559,1
index_9560,4
index_9561,2
index_9562,5
index_9563,4
index_9564,4
index_9565,2
index_9566,5
index_9567,5
index_9568,3
index_9569,4
index_9570,5
index_9571,1
index_9572,4
index_9573,1
index_9574,5
index_9575,2
index_9576,1
index_9577,5
index_9578,5
index_9579,2
index_9580,5
index_9581,4
index_9582,4
index_9583,3
index_9584,5
index_9585,4
index_9586,3
index_9587,5
index_9588,1
index_9589,1
index_9590,4
index_9591,5
index_9592,2
index_9593,3
index_9594,5
index_9595,4
index_9596,5
index_9597,1
index_9598,5
index_9599,2
index_9600,4
index_9601,3
index_9602,4
